position_x,position_y,time
0,0,67.107943
0,0,58.675233
0,0,65.459977
0,0,55.175992
0,0,61.24429
0,0,51.059612
0,0,56.00952
0,0,56.869083
0,0,62.405971
0,0,58.887734
0,0,50.253291
0,0,57.29185
0,0,54.891154
0,0,50.431186
0,0,48.652111
0,0,120.355426
0,0,124.587649
0,0,97.073389
0,0,90.222573
0,0,117.815565
0,0,119.828525
0,0,107.188573
0,0,104.94256
0,0,120.253146
0,0,115.892716
0,0,126.147
0,0,118.093213
0,0,131.468482
0,0,133.883789
0,0,95.018323
0,0,110.332407
0,0,46.241033
0,0,45.248
0,0,53.385636
0,0,55.041034
0,0,55.118624
0,0,56.773784
0,0,51.730967
0,0,60.942812
0,0,59.411008
0,0,50.836115
0,0,56.458825
0,0,50.05256
0,0,49.927118
0,0,56.047067
0,0,52.86754
0,0,51.821875
0,0,45.716507
0,0,50.827525
0,0,56.507068
0,0,54.865208
0,0,51.635638
0,0,53.777787
0,0,60.7261
0,0,52.135161
0,0,53.318276
0,0,50.77886
0,0,52.276872
0,0,49.47179
0,0,50.68375
0,0,46.859219
0,0,42.987579
0,0,43.843998
0,0,48.826326
0,0,50.685214
0,0,48.991547
0,0,48.694012
0,0,46.715962
0,0,49.006524
0,0,53.823961
0,0,53.123945
0,0,47.358234
0,0,49.697004
0,0,49.333998
0,0,47.47764
0,0,44.433155
0,0,47.428792
0,0,44.874986
0,0,48.898314
0,0,46.824744
0,0,45.956434
0,0,45.12855
0,0,44.476135
0,0,45.596514
0,0,44.048721
0,0,43.294336
0,0,44.152011
0,0,44.42754
0,0,45.581154
0,0,44.247635
0,0,44.678773
0,0,43.947648
0,0,44.547478
0,0,47.130647
0,0,47.608726
0,0,45.93461
0,0,43.541275
0,0,44.118761
0,0,47.646984
0,0,43.831871
0,0,43.360929
0,0,42.583924
0,0,42.956421
0,0,43.163171
0,0,43.336352
0,0,43.904987
0,0,44.363361
0,0,44.654859
0,0,48.262874
0,0,46.542159
0,0,46.073275
0,0,49.480081
0,0,45.965845
0,0,45.886377
0,0,49.37046
0,0,47.054783
0,0,47.535977
0,0,46.80605
0,0,46.909
0,0,48.087369
0,0,49.659738
0,0,44.975917
0,0,44.151319
0,0,44.254023
0,0,45.194187
0,0,42.789822
0,0,42.412969
0,0,42.972724
0,0,42.515248
0,0,42.288623
0,0,43.246472
0,0,43.138714
0,0,42.654187
0,0,43.47933
0,0,43.83783
0,0,43.121691
0,0,43.542151
0,0,43.460598
0,0,42.780723
0,0,43.724492
0,0,42.595584
0,0,44.768251
0,0,42.078078
0,0,42.378065
0,0,42.928009
0,0,45.235155
0,0,51.781999
0,0,51.65801
0,0,46.63953
0,0,43.033596
0,0,45.955162
0,0,43.554007
0,0,42.262687
0,0,43.91801
0,0,42.925719
0,0,42.504355
0,0,42.293715
0,0,42.085458
0,0,42.36013
0,0,42.684517
0,0,44.169002
0,0,42.437042
0,0,42.570219
0,0,42.015683
0,0,42.455368
0,0,42.191201
0,0,41.954192
0,0,42.53462
0,0,42.634563
0,0,42.33692
0,0,42.345328
0,0,42.313655
0,0,42.779265
0,0,42.448721
0,0,42.701738
0,0,42.401051
0,0,49.103849
0,0,46.91472
0,0,46.268651
0,0,42.83004
0,0,42.893151
0,0,43.235663
0,0,45.747815
0,0,45.273585
0,0,44.762328
0,0,44.983997
0,0,43.95076
0,0,43.573337
0,0,43.828905
0,0,43.302483
0,0,44.494057
0,0,43.47986
0,0,43.406432
0,0,43.579772
0,0,67.199496
0,0,102.560681
0,0,103.288701
0,0,107.514714
0,0,108.371221
0,0,102.198668
0,0,103.787002
0,0,103.953902
0,0,103.07748
0,0,105.17547
0,0,103.306611
0,0,102.203581
0,0,102.819285
0,0,97.50229
0,0,92.009573
0,0,93.260866
0,0,91.979418
0,0,102.917131
0,0,103.290106
0,0,108.25416
0,0,102.808666
0,0,102.159007
0,0,106.7377
0,0,105.628488
0,0,97.075884
0,0,102.728765
0,0,108.385312
0,0,103.993729
0,0,110.270885
0,0,106.779812
0,0,15730.472077
0,0,52.786752
